,value
85,"2016-02-11 17:16:50 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css 200 0 0 31"
86,"2016-02-11 17:16:50 128.230.247.37 GET /favicon.ico - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 59"
87,"2016-02-11 17:16:55 128.230.247.37 GET /shoes - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 470"
88,"2016-02-11 17:16:55 128.230.247.37 GET /content/images/thumbs/0000051_adidas-consortium-campus-80s-running-shoes_415.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/shoes 200 0 0 2"
89,"2016-02-11 17:16:55 128.230.247.37 GET /content/images/thumbs/0000049_nike-floral-roshe-customized-running-shoes_415.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/shoes 200 0 0 3"
90,"2016-02-11 17:16:55 128.230.247.37 GET /content/images/thumbs/0000054_nike-sb-zoom-stefan-janoski-medium-mint_415.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/shoes 200 0 0 3"
91,"2016-02-11 17:16:55 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-grid.png - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 47"
92,"2016-02-11 17:16:55 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-list.png - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 53"
93,"2016-02-11 17:16:59 128.230.247.37 GET /adidas-consortium-campus-80s-running-shoes - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/shoes 200 0 0 701"
94,"2016-02-11 17:16:59 128.230.247.37 GET /content/images/thumbs/0000051_adidas-consortium-campus-80s-running-shoes_550.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 2"
95,"2016-02-11 17:16:59 128.230.247.37 GET /content/images/thumbs/0000051_adidas-consortium-campus-80s-running-shoes_100.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 1"
96,"2016-02-11 17:16:59 128.230.247.37 GET /content/images/thumbs/0000052_adidas-consortium-campus-80s-running-shoes_100.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 0"
97,"2016-02-11 17:16:59 128.230.247.37 GET /Content/magnific-popup/magnific-popup.css - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 10"
98,"2016-02-11 17:16:59 128.230.247.37 GET /Scripts/jquery.magnific-popup.min.js - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 1"
99,"2016-02-11 17:16:59 128.230.247.37 GET /content/images/thumbs/0000053_adidas-consortium-campus-80s-running-shoes_100.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 1"
100,"2016-02-11 17:16:59 128.230.247.37 GET /content/images/thumbs/0000058_levis-511-jeans_415.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 6"
101,"2016-02-11 17:16:59 128.230.247.37 GET /content/images/thumbs/0000055_nike-tailwind-loose-short-sleeve-running-shirt_415.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 13"
102,"2016-02-11 17:16:59 128.230.247.37 GET /Themes/DefaultClean/Content/images/email-button.png - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 13"
103,"2016-02-11 17:16:59 128.230.247.37 POST /ShoppingCart/ProductDetails_AttributeChange productId=25&validateAttributeConditions=False 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 186"
104,"2016-02-11 17:17:02 128.230.247.37 GET / - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/adidas-consortium-campus-80s-running-shoes 200 0 0 99"
105,"2016-02-11 17:17:07 128.230.247.37 GET /htc-one-m8-android-l-50-lollipop - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 613"
106,"2016-02-11 17:17:07 128.230.247.37 GET /content/images/thumbs/0000044_nokia-lumia-1020_415.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/htc-one-m8-android-l-50-lollipop 200 0 0 2"
107,"2016-02-11 17:17:07 128.230.247.37 GET /content/images/thumbs/0000041_htc-one-m8-android-l-50-lollipop_550.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/htc-one-m8-android-l-50-lollipop 200 0 0 3"
108,"2016-02-11 17:17:07 128.230.247.37 GET /content/images/thumbs/0000042_htc-one-mini-blue_415.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/htc-one-m8-android-l-50-lollipop 200 0 0 2"
109,"2016-02-11 17:17:07 128.230.247.37 GET /content/images/thumbs/0000045_beats-pill-20-wireless-speaker_415.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/htc-one-m8-android-l-50-lollipop 200 0 0 2"
110,"2016-02-11 17:17:07 128.230.247.37 GET /content/images/thumbs/0000048_portable-sound-speakers_415.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/htc-one-m8-android-l-50-lollipop 200 0 0 2"
111,"2016-02-11 17:17:12 128.230.247.37 GET /books - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/htc-one-m8-android-l-50-lollipop 200 0 0 195"
112,"2016-02-11 17:17:12 128.230.247.37 GET /content/images/thumbs/0000041_htc-one-m8-android-l-50-lollipop_64.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 1"
113,"2016-02-11 17:17:12 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_415.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 1"
114,"2016-02-11 17:17:12 128.230.247.37 GET /content/images/thumbs/0000067_first-prize-pies_415.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 1"
115,"2016-02-11 17:17:12 128.230.247.37 GET /content/images/thumbs/0000051_adidas-consortium-campus-80s-running-shoes_64.jpg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 1"
116,"2016-02-11 17:17:12 128.230.247.37 GET /content/images/thumbs/0000068_pride-and-prejudice_415.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 50"
117,"2016-02-11 17:17:16 128.230.247.37 GET /pride-and-prejudice - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 91"
118,"2016-02-11 17:17:16 128.230.247.37 GET /content/images/thumbs/0000068_pride-and-prejudice_550.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 200 0 0 3"
119,"2016-02-11 17:17:21 128.230.247.37 GET /first-prize-pies - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 200 0 0 183"
120,"2016-02-11 17:17:21 128.230.247.37 GET /content/images/thumbs/0000067_first-prize-pies_550.jpeg - 80 - 128.122.140.238 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/first-prize-pies 200 0 0 2"
121,"2016-02-11 18:02:51 128.230.247.37 GET / - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 - 200 0 0 120"
122,"2016-02-11 18:02:51 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/custom.css - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 10"
123,"2016-02-11 18:02:51 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 13"
124,"2016-02-11 18:02:51 128.230.247.37 GET /Scripts/jquery.validate.min.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 13"
125,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/css/styles.css - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 19"
126,"2016-02-11 18:02:51 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/nivo-slider.css - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 20"
127,"2016-02-11 18:02:51 128.230.247.37 GET /Scripts/jquery-migrate-1.2.1.min.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 5"
128,"2016-02-11 18:02:51 128.230.247.37 GET /Scripts/jquery.validate.unobtrusive.min.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 17"
129,"2016-02-11 18:02:51 128.230.247.37 GET /Scripts/jquery-1.10.2.min.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 36"
130,"2016-02-11 18:02:51 128.230.247.37 GET /Scripts/public.common.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 14"
131,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/logo.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 7"
132,"2016-02-11 18:02:51 128.230.247.37 GET /Scripts/public.ajaxcart.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 22"
133,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000075_banner_1.jpg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 23"
134,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000076_banner_2.jpg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 1"
135,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000005_electronics_450.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 10"
136,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000009_apparel_450.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 8"
137,"2016-02-11 18:02:51 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Scripts/jquery.nivo.slider.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 86"
138,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000013_digital-downloads_450.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 17"
139,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000072_25-virtual-gift-card_415.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 7"
140,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000024_apple-macbook-pro-13-inch_415.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 7"
141,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000020_build-your-own-computer_415.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 13"
142,"2016-02-11 18:02:51 128.230.247.37 GET /Scripts/jquery-ui-1.10.3.custom.min.js - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 176"
143,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/loading.gif - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 4"
144,"2016-02-11 18:02:51 128.230.247.37 GET /content/images/thumbs/0000041_htc-one-m8-android-l-50-lollipop_415.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 11"
145,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/shopping-bag.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 21"
146,"2016-02-11 18:02:51 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/loading.gif - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/custom.css 200 0 0 4"
147,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating1.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 14"
148,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/compare-button.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 25"
149,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating2.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 30"
150,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/social-sprite.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 38"
151,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/ajax-loader-small.gif - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 51"
152,"2016-02-11 18:02:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/wishlist-button.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 47"
153,"2016-02-11 18:02:51 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css 200 0 0 55"
154,"2016-02-11 18:02:51 128.230.247.37 GET /favicon.ico - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 51"
155,"2016-02-11 18:03:02 128.230.247.37 GET /wishlist - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 109"
156,"2016-02-11 18:03:04 128.230.247.37 GET /login - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/wishlist 200 0 0 68"
157,"2016-02-11 18:03:06 128.230.247.37 GET /register - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/login 200 0 0 322"
158,"2016-02-11 18:03:08 128.230.247.37 GET /digital-downloads - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/register 200 0 0 572"
159,"2016-02-11 18:03:08 128.230.247.37 GET /content/images/thumbs/0000064_if-you-wait_415.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/digital-downloads 200 0 0 0"
160,"2016-02-11 18:03:08 128.230.247.37 GET /content/images/thumbs/0000063_night-visions_415.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/digital-downloads 200 0 0 2"
161,"2016-02-11 18:03:08 128.230.247.37 GET /content/images/thumbs/0000065_science-faith_415.jpeg - 80 - 74.111.6.173 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/digital-downloads 200 0 0 2"
